PicoScope 5000A - Channel A Data
================================
Samples: 10000
Timebase: 128 (Sample interval: 1008 ns)
Range: 2V, DC coupled

Sample	Time(ns)	ADC	mV
7329	7387632	6355	390
7330	7388640	6355	390
7331	7389648	6643	408
7332	7390656	6643	408
7333	7391664	6643	408
7334	7392672	6643	408
7335	7393680	6932	426
7336	7394688	6932	426
7337	7395696	6932	426
7338	7396704	6643	408
7339	7397712	7221	444
7340	7398720	6932	426
7341	7399728	7221	444
7342	7400736	7221	444
7343	7401744	7510	461
7344	7402752	7510	461
7345	7403760	7799	479
7346	7404768	7510	461
7347	7405776	7799	479
7348	7406784	7799	479
7349	7407792	7799	479
7350	7408800	7799	479
7351	7409808	7799	479
7352	7410816	7799	479
7353	7411824	7799	479
7354	7412832	8088	497
7355	7413840	7799	479
7356	7414848	8088	497
7357	7415856	8377	515
7358	7416864	8088	497
7359	7417872	8377	515
7360	7418880	8088	497
7361	7419888	8377	515
7362	7420896	8666	533
7363	7421904	8666	533
7364	7422912	8954	550
7365	7423920	8666	533
7366	7424928	8666	533
7367	7425936	8666	533
7368	7426944	8954	550
7369	7427952	8666	533
7370	7428960	8954	550
7371	7429968	9243	568
7372	7430976	9243	568
7373	7431984	9243	568
7374	7432992	9243	568
7375	7434000	8954	550
7376	7435008	9243	568
7377	7436016	9243	568
7378	7437024	9243	568
7379	7438032	9532	586
7380	7439040	9532	586
7381	7440048	9532	586
7382	7441056	9821	604
7383	7442064	9532	586
7384	7443072	9821	604
7385	7444080	9532	586
7386	7445088	9532	586
7387	7446096	9821	604
7388	7447104	9821	604
7389	7448112	9821	604
7390	7449120	9821	604
7391	7450128	9821	604
7392	7451136	10110	621
7393	7452144	9821	604
7394	7453152	10110	621
7395	7454160	10399	639
7396	7455168	10110	621
7397	7456176	10110	621
7398	7457184	10399	639
7399	7458192	10399	639
7400	7459200	10399	639
7401	7460208	10399	639
7402	7461216	10688	657
7403	7462224	10399	639
7404	7463232	10399	639
7405	7464240	10688	657
7406	7465248	10688	657
7407	7466256	10688	657
7408	7467264	10688	657
7409	7468272	10688	657
7410	7469280	10688	657
7411	7470288	10688	657
7412	7471296	10688	657
7413	7472304	11265	692
7414	7473312	10976	675
7415	7474320	11265	692
7416	7475328	10976	675
7417	7476336	10976	675
7418	7477344	10976	675
7419	7478352	10976	675
7420	7479360	10976	675
7421	7480368	10976	675
7422	7481376	11265	692
7423	7482384	11265	692
7424	7483392	11265	692
7425	7484400	11265	692
7426	7485408	11265	692
7427	7486416	11265	692
7428	7487424	11554	710
7429	7488432	11265	692
7430	7489440	11554	710
7431	7490448	11265	692
7432	7491456	11265	692
7433	7492464	11554	710
7434	7493472	11265	692
7435	7494480	11265	692
7436	7495488	11554	710
7437	7496496	11554	710
7438	7497504	11554	710
7439	7498512	11554	710
7440	7499520	11554	710
7441	7500528	11554	710
7442	7501536	11554	710
7443	7502544	11554	710
7444	7503552	11843	728
7445	7504560	11554	710
7446	7505568	11843	728
7447	7506576	11554	710
7448	7507584	11843	728
7449	7508592	11843	728
7450	7509600	11554	710
7451	7510608	11843	728
7452	7511616	11843	728
7453	7512624	11843	728
7454	7513632	11843	728
7455	7514640	11843	728
7456	7515648	11843	728
7457	7516656	11843	728
7458	7517664	11843	728
7459	7518672	11843	728
7460	7519680	11843	728
7461	7520688	11843	728
7462	7521696	12132	746
7463	7522704	12132	746
7464	7523712	11843	728
7465	7524720	11843	728
7466	7525728	11843	728
7467	7526736	11843	728
7468	7527744	11843	728
7469	7528752	11843	728
7470	7529760	11843	728
7471	7530768	11843	728
7472	7531776	12132	746
7473	7532784	11843	728
7474	7533792	11843	728
7475	7534800	11843	728
7476	7535808	12132	746
7477	7536816	12421	764
7478	7537824	11843	728
7479	7538832	12132	746
7480	7539840	12132	746
7481	7540848	12132	746
7482	7541856	11843	728
7483	7542864	12132	746
7484	7543872	11843	728
7485	7544880	12132	746
7486	7545888	11843	728
7487	7546896	12132	746
7488	7547904	11843	728
7489	7548912	11843	728
7490	7549920	12132	746
7491	7550928	11843	728
7492	7551936	11843	728
7493	7552944	12132	746
7494	7553952	11843	728
7495	7554960	11843	728
7496	7555968	12132	746
7497	7556976	11843	728
7498	7557984	11843	728
7499	7558992	11843	728
7500	7560000	11843	728
7501	7561008	11843	728
7502	7562016	11843	728
7503	7563024	11843	728
7504	7564032	11843	728
7505	7565040	11843	728
7506	7566048	11843	728
7507	7567056	11554	710
7508	7568064	11843	728
7509	7569072	11843	728
7510	7570080	11843	728
7511	7571088	11843	728
7512	7572096	11554	710
7513	7573104	11843	728
7514	7574112	11554	710
7515	7575120	11843	728
7516	7576128	11554	710
7517	7577136	11554	710
7518	7578144	11554	710
7519	7579152	11554	710
7520	7580160	11554	710
7521	7581168	11843	728
7522	7582176	11265	692
7523	7583184	11265	692
7524	7584192	11554	710
7525	7585200	11265	692
7526	7586208	11265	692
7527	7587216	11265	692
7528	7588224	11265	692
7529	7589232	11265	692
7530	7590240	11265	692
7531	7591248	11554	710
7532	7592256	11554	710
7533	7593264	11265	692
7534	7594272	11265	692
7535	7595280	11265	692
7536	7596288	11265	692
7537	7597296	10976	675
7538	7598304	10976	675
7539	7599312	10976	675
7540	7600320	11265	692
7541	7601328	10976	675
7542	7602336	11265	692
7543	7603344	10688	657
7544	7604352	10976	675
7545	7605360	10688	657
7546	7606368	10976	675
7547	7607376	10688	657
7548	7608384	10688	657
7549	7609392	10688	657
7550	7610400	10688	657
7551	7611408	10688	657
7552	7612416	10688	657
7553	7613424	10688	657
7554	7614432	10399	639
7555	7615440	10399	639
7556	7616448	10399	639
7557	7617456	10688	657
7558	7618464	10399	639
7559	7619472	10399	639
7560	7620480	10399	639
7561	7621488	10399	639
7562	7622496	10399	639
7563	7623504	9821	604
7564	7624512	10399	639
7565	7625520	10110	621
7566	7626528	10110	621
7567	7627536	10110	621
7568	7628544	10110	621
7569	7629552	10110	621
7570	7630560	10110	621
7571	7631568	10110	621
7572	7632576	10110	621
7573	7633584	9821	604
7574	7634592	9532	586
7575	7635600	9821	604
7576	7636608	9532	586
7577	7637616	9821	604
7578	7638624	9532	586
7579	7639632	9532	586
7580	7640640	9532	586
7581	7641648	9532	586
7582	7642656	9243	568
7583	7643664	9532	586
7584	7644672	9532	586
7585	7645680	9532	586
7586	7646688	9243	568
7587	7647696	8954	550
7588	7648704	9532	586
7589	7649712	9243	568
7590	7650720	8954	550
7591	7651728	9243	568
7592	7652736	8954	550
7593	7653744	8954	550
7594	7654752	8954	550
7595	7655760	8954	550
7596	7656768	8954	550
7597	7657776	8954	550
7598	7658784	8666	533
7599	7659792	8666	533
7600	7660800	8666	533
7601	7661808	8377	515
7602	7662816	8666	533
7603	7663824	8666	533
7604	7664832	8377	515
7605	7665840	8377	515
7606	7666848	8377	515
7607	7667856	8377	515
7608	7668864	8088	497
7609	7669872	8088	497
7610	7670880	7799	479
7611	7671888	7799	479
7612	7672896	7799	479
7613	7673904	8088	497
7614	7674912	7799	479
7615	7675920	7799	479
7616	7676928	7799	479
7617	7677936	7221	444
7618	7678944	7221	444
7619	7679952	7510	461
7620	7680960	7221	444
7621	7681968	7510	461
7622	7682976	7221	444
7623	7683984	6932	426
7624	7684992	6932	426
7625	7686000	7221	444
7626	7687008	7221	444
7627	7688016	7221	444
7628	7689024	6932	426
7629	7690032	6932	426
7630	7691040	6643	408
7631	7692048	6643	408
7632	7693056	6643	408
7633	7694064	6643	408
7634	7695072	6355	390
7635	7696080	6355	390
7636	7697088	6066	373
7637	7698096	6355	390
7638	7699104	6066	373
7639	7700112	6355	390
7640	7701120	6066	373
7641	7702128	6066	373
7642	7703136	6066	373
7643	7704144	6355	390
7644	7705152	6066	373
7645	7706160	6066	373
7646	7707168	5777	355
7647	7708176	5488	337
7648	7709184	5488	337
7649	7710192	5199	319
7650	7711200	5199	319
7651	7712208	5488	337
7652	7713216	5488	337
7653	7714224	5488	337
7654	7715232	4910	302
7655	7716240	5199	319
7656	7717248	5199	319
7657	7718256	5199	319
7658	7719264	4910	302
7659	7720272	4910	302
7660	7721280	4910	302
7661	7722288	4910	302
7662	7723296	4621	284
7663	7724304	4621	284
7664	7725312	4910	302
7665	7726320	4044	248
7666	7727328	4333	266
7667	7728336	4333	266
7668	7729344	4333	266
7669	7730352	4333	266
7670	7731360	4044	248
7671	7732368	4044	248
7672	7733376	4044	248
7673	7734384	4044	248
7674	7735392	4044	248
7675	7736400	3755	230
7676	7737408	3755	230
7677	7738416	3755	230
7678	7739424	3755	230
7679	7740432	3466	213
7680	7741440	3466	213
7681	7742448	3177	195
7682	7743456	3177	195
7683	7744464	3466	213
7684	7745472	3177	195
7685	7746480	3177	195
7686	7747488	3466	213
7687	7748496	2888	177
7688	7749504	3177	195
7689	7750512	2888	177
7690	7751520	2888	177
7691	7752528	2599	159
7692	7753536	2599	159
7693	7754544	2599	159
7694	7755552	2310	142
7695	7756560	2310	142
7696	7757568	2310	142
7697	7758576	2022	124
7698	7759584	2022	124
7699	7760592	2022	124
7700	7761600	2022	124
7701	7762608	1733	106
7702	7763616	1733	106
7703	7764624	1733	106
7704	7765632	2022	124
7705	7766640	1733	106
7706	7767648	2022	124
7707	7768656	1444	88
7708	7769664	1444	88
7709	7770672	1444	88
7710	7771680	1155	71
7711	7772688	1155	71
7712	7773696	1155	71
7713	7774704	866	53
7714	7775712	866	53
7715	7776720	866	53
7716	7777728	866	53
7717	7778736	866	53
7718	7779744	288	17
7719	7780752	866	53
7720	7781760	577	35
7721	7782768	-288	-17
7722	7783776	288	17
7723	7784784	288	17
7724	7785792	288	17
7725	7786800	-288	-17
7726	7787808	-288	-17
7727	7788816	0	0
7728	7789824	-288	-17
7729	7790832	-288	-17
7730	7791840	-288	-17
7731	7792848	-288	-17
7732	7793856	-577	-35
7733	7794864	-577	-35
7734	7795872	-577	-35
7735	7796880	-577	-35
7736	7797888	-866	-53
7737	7798896	-577	-35
7738	7799904	-866	-53
7739	7800912	-866	-53
7740	7801920	-866	-53
7741	7802928	-866	-53
7742	7803936	-1155	-71
7743	7804944	-1155	-71
7744	7805952	-1444	-88
7745	7806960	-1155	-71
7746	7807968	-1444	-88
7747	7808976	-1444	-88
7748	7809984	-1444	-88
7749	7810992	-2022	-124
7750	7812000	-1733	-106
7751	7813008	-2022	-124
7752	7814016	-2310	-142
7753	7815024	-2022	-124
7754	7816032	-2022	-124
7755	7817040	-2022	-124
7756	7818048	-2310	-142
7757	7819056	-2310	-142
7758	7820064	-2599	-159
7759	7821072	-2310	-142
7760	7822080	-2022	-124
7761	7823088	-2599	-159
7762	7824096	-2599	-159
7763	7825104	-2599	-159
7764	7826112	-2599	-159
7765	7827120	-2888	-177
7766	7828128	-2888	-177
7767	7829136	-3177	-195
7768	7830144	-2888	-177
7769	7831152	-3466	-213
7770	7832160	-3466	-213
7771	7833168	-3466	-213
7772	7834176	-3466	-213
7773	7835184	-3755	-230
7774	7836192	-3755	-230
7775	7837200	-3755	-230
7776	7838208	-3755	-230
7777	7839216	-3755	-230
7778	7840224	-3755	-230
7779	7841232	-4044	-248
7780	7842240	-4044	-248
7781	7843248	-4044	-248
7782	7844256	-4333	-266
7783	7845264	-4333	-266
7784	7846272	-4333	-266
7785	7847280	-4621	-284
7786	7848288	-4621	-284
7787	7849296	-4621	-284
7788	7850304	-4621	-284
7789	7851312	-4621	-284
7790	7852320	-5199	-319
7791	7853328	-4910	-302
7792	7854336	-5199	-319
7793	7855344	-5199	-319
7794	7856352	-5199	-319
7795	7857360	-4910	-302
7796	7858368	-5199	-319
7797	7859376	-5199	-319
7798	7860384	-5488	-337
7799	7861392	-5199	-319
7800	7862400	-5488	-337
7801	7863408	-5777	-355
7802	7864416	-5488	-337
7803	7865424	-5777	-355
7804	7866432	-5777	-355
7805	7867440	-6355	-390
7806	7868448	-5777	-355
7807	7869456	-6355	-390
7808	7870464	-6355	-390
7809	7871472	-6355	-390
7810	7872480	-6643	-408
7811	7873488	-6355	-390
7812	7874496	-6355	-390
7813	7875504	-6643	-408
7814	7876512	-6643	-408
7815	7877520	-6932	-426
7816	7878528	-6643	-408
7817	7879536	-6643	-408
7818	7880544	-6932	-426
7819	7881552	-6932	-426
7820	7882560	-7221	-444
7821	7883568	-6932	-426
7822	7884576	-6932	-426
7823	7885584	-7510	-461
7824	7886592	-7221	-444
7825	7887600	-7221	-444
7826	7888608	-7510	-461
7827	7889616	-7221	-444
7828	7890624	-7799	-479
7829	7891632	-7799	-479
7830	7892640	-7799	-479
7831	7893648	-7799	-479
7832	7894656	-7799	-479
7833	7895664	-7799	-479
7834	7896672	-8088	-497
7835	7897680	-8088	-497
7836	7898688	-8377	-515
7837	7899696	-8088	-497
7838	7900704	-8088	-497
7839	7901712	-8088	-497
7840	7902720	-8088	-497
7841	7903728	-8377	-515
7842	7904736	-8377	-515
7843	7905744	-8666	-533
7844	7906752	-8377	-515
7845	7907760	-8954	-550
7846	7908768	-8666	-533
7847	7909776	-8954	-550
7848	7910784	-8666	-533
7849	7911792	-8954	-550
7850	7912800	-9243	-568
7851	7913808	-8666	-533
7852	7914816	-8954	-550
7853	7915824	-8954	-550
7854	7916832	-9243	-568
7855	7917840	-8954	-550
7856	7918848	-9243	-568
7857	7919856	-8954	-550
7858	7920864	-9243	-568
7859	7921872	-9532	-586
7860	7922880	-9532	-586
7861	7923888	-9532	-586
7862	7924896	-9532	-586
7863	7925904	-9821	-604
7864	7926912	-9532	-586
7865	7927920	-9821	-604
7866	7928928	-9821	-604
7867	7929936	-9821	-604
7868	7930944	-9821	-604
7869	7931952	-10110	-621
7870	7932960	-10110	-621
7871	7933968	-9821	-604
7872	7934976	-10110	-621
7873	7935984	-10399	-639
7874	7936992	-10110	-621
7875	7938000	-9821	-604
7876	7939008	-10110	-621
7877	7940016	-10399	-639
7878	7941024	-10399	-639
7879	7942032	-10399	-639
7880	7943040	-10688	-657
7881	7944048	-10399	-639
7882	7945056	-10399	-639
7883	7946064	-10976	-675
7884	7947072	-10976	-675
7885	7948080	-10688	-657
7886	7949088	-10976	-675
7887	7950096	-10976	-675
7888	7951104	-10976	-675
7889	7952112	-11265	-692
7890	7953120	-10976	-675
7891	7954128	-10976	-675
7892	7955136	-11265	-692
7893	7956144	-11265	-692
7894	7957152	-11265	-692
7895	7958160	-11265	-692
7896	7959168	-11265	-692
7897	7960176	-11265	-692
7898	7961184	-11554	-710
7899	7962192	-11554	-710
7900	7963200	-11554	-710
7901	7964208	-11554	-710
7902	7965216	-11554	-710
7903	7966224	-11554	-710
7904	7967232	-11554	-710
7905	7968240	-11843	-728
7906	7969248	-11843	-728
7907	7970256	-12132	-746
7908	7971264	-12132	-746
7909	7972272	-11843	-728
7910	7973280	-11843	-728
7911	7974288	-12132	-746
7912	7975296	-11843	-728
7913	7976304	-11843	-728
7914	7977312	-12421	-764
7915	7978320	-11843	-728
7916	7979328	-11843	-728
7917	7980336	-12132	-746
7918	7981344	-12132	-746
7919	7982352	-12421	-764
7920	7983360	-12132	-746
7921	7984368	-12421	-764
7922	7985376	-12132	-746
7923	7986384	-12132	-746
7924	7987392	-12421	-764
7925	7988400	-12710	-781
7926	7989408	-12421	-764
7927	7990416	-12710	-781
7928	7991424	-12421	-764
7929	7992432	-12421	-764
7930	7993440	-12421	-764
7931	7994448	-12421	-764
7932	7995456	-12421	-764
7933	7996464	-12421	-764
7934	7997472	-12421	-764
7935	7998480	-12132	-746
7936	7999488	-12710	-781
7937	8000496	-12421	-764
7938	8001504	-12710	-781
7939	8002512	-12999	-799
7940	8003520	-12710	-781
7941	8004528	-12999	-799
7942	8005536	-12710	-781
7943	8006544	-12710	-781
7944	8007552	-12710	-781
7945	8008560	-12999	-799
7946	8009568	-12710	-781
7947	8010576	-12710	-781
7948	8011584	-12710	-781
7949	8012592	-12710	-781
7950	8013600	-12710	-781
7951	8014608	-12710	-781
7952	8015616	-12999	-799
7953	8016624	-12999	-799
7954	8017632	-12999	-799
7955	8018640	-12999	-799
7956	8019648	-12999	-799
7957	8020656	-12999	-799
7958	8021664	-12999	-799
7959	8022672	-12710	-781
7960	8023680	-13287	-817
7961	8024688	-12999	-799
7962	8025696	-13287	-817
7963	8026704	-13287	-817
7964	8027712	-12999	-799
7965	8028720	-12710	-781
7966	8029728	-12999	-799
7967	8030736	-12999	-799
7968	8031744	-12999	-799
7969	8032752	-12999	-799
7970	8033760	-13287	-817
7971	8034768	-12999	-799
7972	8035776	-12710	-781
7973	8036784	-13287	-817
7974	8037792	-13287	-817
7975	8038800	-12999	-799
7976	8039808	-12999	-799
7977	8040816	-12999	-799
7978	8041824	-13287	-817
7979	8042832	-13287	-817
7980	8043840	-12999	-799
7981	8044848	-13287	-817
7982	8045856	-13287	-817
7983	8046864	-12999	-799
7984	8047872	-12999	-799
7985	8048880	-13287	-817
7986	8049888	-12999	-799
7987	8050896	-12999	-799
7988	8051904	-12999	-799
7989	8052912	-12710	-781
7990	8053920	-12999	-799
7991	8054928	-12710	-781
7992	8055936	-13287	-817
7993	8056944	-13287	-817
7994	8057952	-13287	-817
7995	8058960	-13287	-817
7996	8059968	-13287	-817
7997	8060976	-13287	-817
7998	8061984	-13287	-817
7999	8062992	-13287	-817
8000	8064000	-12999	-799
8001	8065008	-12710	-781
8002	8066016	-12999	-799
8003	8067024	-12999	-799
8004	8068032	-12710	-781
8005	8069040	-12710	-781
8006	8070048	-12999	-799
8007	8071056	-12710	-781
8008	8072064	-12710	-781
8009	8073072	-13287	-817
8010	8074080	-12710	-781
8011	8075088	-12999	-799
8012	8076096	-13287	-817
8013	8077104	-12999	-799
8014	8078112	-12999	-799
8015	8079120	-12999	-799
8016	8080128	-12710	-781
8017	8081136	-12999	-799
8018	8082144	-12710	-781
8019	8083152	-12710	-781
8020	8084160	-12710	-781
8021	8085168	-12710	-781
8022	8086176	-12710	-781
8023	8087184	-12710	-781
8024	8088192	-12421	-764
8025	8089200	-12132	-746
8026	8090208	-12421	-764
8027	8091216	-12421	-764
8028	8092224	-12421	-764
8029	8093232	-12710	-781
8030	8094240	-12421	-764
8031	8095248	-12710	-781
8032	8096256	-12421	-764
8033	8097264	-12710	-781
8034	8098272	-12421	-764
8035	8099280	-12710	-781
8036	8100288	-12132	-746
8037	8101296	-12421	-764
8038	8102304	-12132	-746
8039	8103312	-12421	-764
8040	8104320	-12132	-746
8041	8105328	-12132	-746
8042	8106336	-12132	-746
8043	8107344	-12421	-764
8044	8108352	-11843	-728
8045	8109360	-12132	-746
8046	8110368	-11843	-728
8047	8111376	-12132	-746
8048	8112384	-12132	-746
8049	8113392	-11843	-728
8050	8114400	-12132	-746
8051	8115408	-11843	-728
8052	8116416	-11843	-728
8053	8117424	-12132	-746
8054	8118432	-11843	-728
8055	8119440	-11554	-710
8056	8120448	-11554	-710
8057	8121456	-11554	-710
8058	8122464	-11554	-710
8059	8123472	-11554	-710
8060	8124480	-11554	-710
8061	8125488	-11554	-710
8062	8126496	-11265	-692
8063	8127504	-11554	-710
8064	8128512	-11265	-692
8065	8129520	-11554	-710
8066	8130528	-11265	-692
8067	8131536	-11554	-710
8068	8132544	-11265	-692
8069	8133552	-11265	-692
8070	8134560	-11265	-692
8071	8135568	-10688	-657
8072	8136576	-11265	-692
8073	8137584	-10976	-675
8074	8138592	-10976	-675
8075	8139600	-10976	-675
8076	8140608	-10976	-675
8077	8141616	-10688	-657
8078	8142624	-10688	-657
8079	8143632	-10688	-657
8080	8144640	-10688	-657
8081	8145648	-10688	-657
8082	8146656	-10688	-657
8083	8147664	-10688	-657
8084	8148672	-10688	-657
8085	8149680	-10399	-639
8086	8150688	-10399	-639
8087	8151696	-10110	-621
8088	8152704	-10399	-639
8089	8153712	-10110	-621
8090	8154720	-10110	-621
8091	8155728	-9821	-604
8092	8156736	-10110	-621
8093	8157744	-9821	-604
8094	8158752	-9821	-604
8095	8159760	-9821	-604
8096	8160768	-9821	-604
8097	8161776	-9532	-586
8098	8162784	-9821	-604
8099	8163792	-9532	-586
8100	8164800	-9532	-586
8101	8165808	-9532	-586
8102	8166816	-9532	-586
8103	8167824	-9532	-586
8104	8168832	-9532	-586
8105	8169840	-9243	-568
8106	8170848	-9243	-568
8107	8171856	-9532	-586
8108	8172864	-9243	-568
8109	8173872	-8954	-550
8110	8174880	-9243	-568
8111	8175888	-8666	-533
8112	8176896	-8666	-533
8113	8177904	-8954	-550
8114	8178912	-8666	-533
8115	8179920	-8666	-533
8116	8180928	-8666	-533
8117	8181936	-8377	-515
8118	8182944	-8377	-515
8119	8183952	-8377	-515
8120	8184960	-8377	-515
8121	8185968	-8377	-515
8122	8186976	-8377	-515
8123	8187984	-8088	-497
8124	8188992	-7799	-479
8125	8190000	-8088	-497
8126	8191008	-8088	-497
8127	8192016	-7799	-479
8128	8193024	-7799	-479
8129	8194032	-7799	-479
8130	8195040	-7799	-479
8131	8196048	-7510	-461
8132	8197056	-7510	-461
8133	8198064	-7510	-461
8134	8199072	-7510	-461
8135	8200080	-7221	-444
8136	8201088	-7221	-444
8137	8202096	-7221	-444
8138	8203104	-7221	-444
8139	8204112	-6932	-426
8140	8205120	-7221	-444
8141	8206128	-6932	-426
8142	8207136	-6932	-426
8143	8208144	-6932	-426
8144	8209152	-6932	-426
8145	8210160	-6932	-426
8146	8211168	-6643	-408
8147	8212176	-6355	-390
8148	8213184	-6355	-390
8149	8214192	-6355	-390
8150	8215200	-6066	-373
8151	8216208	-6066	-373
8152	8217216	-6066	-373
8153	8218224	-6066	-373
8154	8219232	-5777	-355
8155	8220240	-6066	-373
8156	8221248	-5777	-355
8157	8222256	-6066	-373
8158	8223264	-5777	-355
8159	8224272	-5488	-337
8160	8225280	-5488	-337
8161	8226288	-5488	-337
8162	8227296	-5199	-319
8163	8228304	-5199	-319
8164	8229312	-5199	-319
8165	8230320	-4910	-302
8166	8231328	-4910	-302
8167	8232336	-4910	-302
8168	8233344	-4910	-302
8169	8234352	-4621	-284
8170	8235360	-4621	-284
8171	8236368	-4621	-284
8172	8237376	-4333	-266
8173	8238384	-4333	-266
8174	8239392	-4621	-284
8175	8240400	-4621	-284
8176	8241408	-4044	-248
8177	8242416	-4333	-266
8178	8243424	-4044	-248
8179	8244432	-4044	-248
8180	8245440	-3755	-230
8181	8246448	-3755	-230
8182	8247456	-3755	-230
8183	8248464	-3466	-213
8184	8249472	-3466	-213
8185	8250480	-3466	-213
8186	8251488	-3177	-195
8187	8252496	-3177	-195
8188	8253504	-3177	-195
8189	8254512	-3177	-195
8190	8255520	-3466	-213
8191	8256528	-2599	-159
8192	8257536	-2888	-177
8193	8258544	-2888	-177
8194	8259552	-3177	-195
8195	8260560	-2888	-177
8196	8261568	-2599	-159
8197	8262576	-2599	-159
8198	8263584	-2599	-159
8199	8264592	-2599	-159
8200	8265600	-2022	-124
8201	8266608	-2310	-142
8202	8267616	-2022	-124
8203	8268624	-2022	-124
8204	8269632	-1733	-106
8205	8270640	-2022	-124
8206	8271648	-1733	-106
8207	8272656	-1733	-106
8208	8273664	-1733	-106
8209	8274672	-1733	-106
8210	8275680	-1444	-88
8211	8276688	-1444	-88
8212	8277696	-1444	-88
8213	8278704	-1155	-71
8214	8279712	-1155	-71
8215	8280720	-1155	-71
8216	8281728	-1155	-71
8217	8282736	-866	-53
8218	8283744	-866	-53
8219	8284752	-577	-35
8220	8285760	-577	-35
8221	8286768	-288	-17
8222	8287776	-288	-17
8223	8288784	0	0
8224	8289792	-288	-17
8225	8290800	0	0
8226	8291808	0	0
8227	8292816	0	0
8228	8293824	0	0
8229	8294832	288	17
8230	8295840	0	0
8231	8296848	288	17
8232	8297856	288	17
8233	8298864	577	35
8234	8299872	288	17
8235	8300880	577	35
8236	8301888	866	53
8237	8302896	866	53
8238	8303904	866	53
8239	8304912	866	53
8240	8305920	1155	71
8241	8306928	1155	71
8242	8307936	1155	71
8243	8308944	1444	88
8244	8309952	1444	88
8245	8310960	1444	88
8246	8311968	1733	106
8247	8312976	1444	88
8248	8313984	1444	88
8249	8314992	1733	106
8250	8316000	1733	106
8251	8317008	2022	124
8252	8318016	1733	106
8253	8319024	2022	124
8254	8320032	2022	124
8255	8321040	2310	142
8256	8322048	2310	142
8257	8323056	2599	159
8258	8324064	2599	159
8259	8325072	2599	159
8260	8326080	2888	177
8261	8327088	2888	177
8262	8328096	2888	177
8263	8329104	2888	177
8264	8330112	2888	177
8265	8331120	3177	195
8266	8332128	3177	195
8267	8333136	3177	195
8268	8334144	3177	195
8269	8335152	3466	213
8270	8336160	3466	213
8271	8337168	3466	213
8272	8338176	3466	213
8273	8339184	3755	230
8274	8340192	4044	248
8275	8341200	4044	248
8276	8342208	4044	248
8277	8343216	4044	248
8278	8344224	4044	248
8279	8345232	4333	266
8280	8346240	4333	266
8281	8347248	4621	284
8282	8348256	4621	284
8283	8349264	4333	266
8284	8350272	4621	284
8285	8351280	4621	284
8286	8352288	4621	284
8287	8353296	4621	284
8288	8354304	4621	284
8289	8355312	4621	284
8290	8356320	5199	319
8291	8357328	5199	319
8292	8358336	5199	319
8293	8359344	5488	337
8294	8360352	5488	337
8295	8361360	5777	355
8296	8362368	5488	337
8297	8363376	5777	355
8298	8364384	5777	355
8299	8365392	5777	355
8300	8366400	6066	373
8301	8367408	6066	373
8302	8368416	6066	373
8303	8369424	5777	355
8304	8370432	6066	373
8305	8371440	6066	373
8306	8372448	6066	373
8307	8373456	6066	373
8308	8374464	6643	408
8309	8375472	6355	390
8310	8376480	6643	408
8311	8377488	6643	408
8312	8378496	6643	408
8313	8379504	6643	408
8314	8380512	6932	426
8315	8381520	6643	408
8316	8382528	6932	426
8317	8383536	7221	444
8318	8384544	7221	444
8319	8385552	7221	444
8320	8386560	6932	426
8321	8387568	7221	444
8322	8388576	7221	444
8323	8389584	7510	461
8324	8390592	7510	461
8325	8391600	7510	461
8326	8392608	7510	461
8327	8393616	7510	461
8328	8394624	7799	479
8329	8395632	7799	479
8330	8396640	8088	497
8331	8397648	8088	497
8332	8398656	8377	515
8333	8399664	8377	515
8334	8400672	8088	497
8335	8401680	8377	515
8336	8402688	8088	497
8337	8403696	8377	515
8338	8404704	8377	515
8339	8405712	8666	533
8340	8406720	8666	533
8341	8407728	8666	533
8342	8408736	8666	533
8343	8409744	8666	533
8344	8410752	8666	533
8345	8411760	8954	550
8346	8412768	8954	550
8347	8413776	9243	568
8348	8414784	8954	550
8349	8415792	9243	568
8350	8416800	9243	568
8351	8417808	9243	568
8352	8418816	9243	568
8353	8419824	9532	586
8354	8420832	9532	586
8355	8421840	9532	586
8356	8422848	9532	586
8357	8423856	9532	586
8358	8424864	9532	586
8359	8425872	9532	586
8360	8426880	9532	586
8361	8427888	9821	604
8362	8428896	9821	604
8363	8429904	9821	604
8364	8430912	9821	604
8365	8431920	10110	621
8366	8432928	10110	621
8367	8433936	10399	639
8368	8434944	10110	621
8369	8435952	10399	639
8370	8436960	10110	621
8371	8437968	10110	621
8372	8438976	10399	639
8373	8439984	10110	621
8374	8440992	10399	639
8375	8442000	10399	639
8376	8443008	10399	639
8377	8444016	10399	639
8378	8445024	10688	657
8379	8446032	10688	657
8380	8447040	10688	657
8381	8448048	10688	657
8382	8449056	10976	675
8383	8450064	10976	675
8384	8451072	10976	675
8385	8452080	10976	675
8386	8453088	11265	692
8387	8454096	10976	675
8388	8455104	11265	692
8389	8456112	11554	710
8390	8457120	10976	675
8391	8458128	10976	675
8392	8459136	11265	692
8393	8460144	11265	692
8394	8461152	11265	692
8395	8462160	11265	692
8396	8463168	11554	710
8397	8464176	11554	710
8398	8465184	11554	710
8399	8466192	11554	710
8400	8467200	11554	710
8401	8468208	11554	710
8402	8469216	11843	728
8403	8470224	11843	728
8404	8471232	11554	710
8405	8472240	11843	728
8406	8473248	11843	728
8407	8474256	12132	746
8408	8475264	11843	728
8409	8476272	12132	746
